Instant,Datetime,Season,Year,Month,Hour,Holiday,Weekday,Weather,Temperature,Atemp,Humidity,Windspeed,Casual,Registered,Total_Count,Week_name,Month_name,Weather_condition
803,2011-05-02,1,0,2,21,0,6,1,0.26,0.2576,1.0,0.194,3,53,56,Sat,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
804,2011-05-02,1,0,2,22,0,6,1,0.26,0.2727,0.93,0.1343,2,43,45,Sat,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
805,2011-05-02,1,0,2,23,0,6,1,0.26,0.2576,0.93,0.2239,7,52,59,Sat,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
806,2011-06-02,1,0,2,0,0,0,1,0.26,0.2576,0.7,0.194,2,37,39,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
807,2011-06-02,1,0,2,1,0,0,1,0.26,0.2273,0.65,0.4179,4,40,44,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
808,2011-06-02,1,0,2,2,0,0,1,0.26,0.2273,0.6,0.3284,0,20,20,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
809,2011-06-02,1,0,2,3,0,0,1,0.26,0.2879,0.6,0.0896,3,10,13,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
810,2011-06-02,1,0,2,4,0,0,1,0.26,0.2273,0.6,0.3582,0,2,2,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
811,2011-06-02,1,0,2,5,0,0,1,0.26,0.2576,0.6,0.2239,0,1,1,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
812,2011-06-02,1,0,2,6,0,0,1,0.26,0.2576,0.6,0.2239,0,1,1,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
813,2011-06-02,1,0,2,7,0,0,1,0.24,0.2424,0.65,0.1642,0,8,8,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
814,2011-06-02,1,0,2,8,0,0,1,0.24,0.2576,0.65,0.1045,2,21,23,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
815,2011-06-02,1,0,2,9,0,0,1,0.28,0.2879,0.56,0.1045,7,38,45,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
816,2011-06-02,1,0,2,10,0,0,1,0.3,0.2879,0.52,0.2537,15,74,89,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
817,2011-06-02,1,0,2,11,0,0,1,0.32,0.303,0.49,0.2537,28,89,117,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
818,2011-06-02,1,0,2,12,0,0,1,0.34,0.3333,0.46,0.0,48,126,174,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
819,2011-06-02,1,0,2,13,0,0,1,0.34,0.3636,0.46,0.0,47,135,182,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
820,2011-06-02,1,0,2,14,0,0,1,0.34,0.3485,0.46,0.0896,47,114,161,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
821,2011-06-02,1,0,2,15,0,0,1,0.34,0.3485,0.46,0.0896,52,130,182,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
822,2011-06-02,1,0,2,16,0,0,1,0.34,0.3485,0.49,0.1045,42,115,157,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
823,2011-06-02,1,0,2,17,0,0,1,0.34,0.3636,0.46,0.0,24,97,121,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
824,2011-06-02,1,0,2,18,0,0,1,0.3,0.303,0.56,0.1642,13,65,78,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
825,2011-06-02,1,0,2,19,0,0,1,0.28,0.2879,0.61,0.1343,1,20,21,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
826,2011-06-02,1,0,2,20,0,0,1,0.28,0.2879,0.61,0.1045,5,21,26,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
827,2011-06-02,1,0,2,21,0,0,1,0.26,0.303,0.6,0.0,5,22,27,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
828,2011-06-02,1,0,2,22,0,0,1,0.26,0.303,0.6,0.0,5,57,62,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
829,2011-06-02,1,0,2,23,0,0,1,0.24,0.2879,0.65,0.0,4,26,30,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
830,2011-07-02,1,0,2,0,0,1,1,0.24,0.2879,0.65,0.0,1,14,15,Mon,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
831,2011-07-02,1,0,2,1,0,1,1,0.22,0.2727,0.75,0.0,1,4,5,Mon,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
832,2011-07-02,1,0,2,2,0,1,1,0.2,0.2576,0.8,0.0,0,3,3,Mon,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
833,2011-07-02,1,0,2,3,0,1,1,0.2,0.2576,0.86,0.0,0,1,1,Mon,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
834,2011-07-02,1,0,2,4,0,1,1,0.2,0.2576,0.86,0.0,1,1,2,Mon,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
835,2011-07-02,1,0,2,5,0,1,1,0.2,0.2576,0.86,0.0,1,9,10,Mon,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
836,2011-07-02,1,0,2,6,0,1,1,0.18,0.2424,0.93,0.0,1,29,30,Mon,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
837,2011-07-02,1,0,2,7,0,1,1,0.18,0.2424,0.86,0.0,6,89,95,Mon,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
838,2011-07-02,1,0,2,8,0,1,2,0.16,0.2273,1.0,0.0,7,223,230,Mon,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
839,2011-07-02,1,0,2,9,0,1,1,0.22,0.2727,0.8,0.0,3,115,118,Mon,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
840,2011-07-02,1,0,2,10,0,1,1,0.24,0.2576,0.75,0.1045,6,49,55,Mon,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
841,2011-07-02,1,0,2,11,0,1,1,0.3,0.3182,0.65,0.0896,11,36,47,Mon,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
842,2011-07-02,1,0,2,12,0,1,2,0.32,0.3485,0.62,0.0,7,59,66,Mon,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
843,2011-07-02,1,0,2,13,0,1,2,0.36,0.3636,0.57,0.0896,10,54,64,Mon,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
844,2011-07-02,1,0,2,14,0,1,2,0.36,0.3636,0.57,0.0896,8,52,60,Mon,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
845,2011-07-02,1,0,2,15,0,1,2,0.38,0.3939,0.54,0.0896,4,46,50,Mon,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
846,2011-07-02,1,0,2,16,0,1,2,0.36,0.3485,0.57,0.1343,16,98,114,Mon,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
847,2011-07-02,1,0,2,17,0,1,2,0.32,0.3182,0.7,0.1642,9,207,216,Mon,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
848,2011-07-02,1,0,2,18,0,1,2,0.34,0.3333,0.66,0.1343,5,170,175,Mon,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
849,2011-07-02,1,0,2,19,0,1,2,0.32,0.3485,0.7,0.0,5,123,128,Mon,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
850,2011-07-02,1,0,2,20,0,1,2,0.32,0.3333,0.7,0.1045,6,82,88,Mon,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
851,2011-07-02,1,0,2,21,0,1,1,0.32,0.3485,0.7,0.0,3,75,78,Mon,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
852,2011-07-02,1,0,2,22,0,1,1,0.28,0.303,0.81,0.0896,3,34,37,Mon,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
853,2011-07-02,1,0,2,23,0,1,2,0.3,0.3333,0.81,0.0,6,19,25,Mon,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
854,2011-08-02,1,0,2,0,0,2,2,0.28,0.3182,0.87,0.0,4,6,10,Tue,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
855,2011-08-02,1,0,2,1,0,2,2,0.28,0.3182,0.87,0.0,0,4,4,Tue,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
856,2011-08-02,1,0,2,2,0,2,2,0.26,0.2727,0.93,0.1045,1,1,2,Tue,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
857,2011-08-02,1,0,2,3,0,2,3,0.28,0.2727,0.93,0.1642,0,1,1,Tue,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
858,2011-08-02,1,0,2,4,0,2,1,0.26,0.2576,0.93,0.1642,0,3,3,Tue,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
859,2011-08-02,1,0,2,5,0,2,1,0.26,0.2273,0.81,0.3284,0,2,2,Tue,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
860,2011-08-02,1,0,2,6,0,2,1,0.26,0.2273,0.7,0.3284,0,39,39,Tue,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
861,2011-08-02,1,0,2,7,0,2,1,0.24,0.197,0.65,0.4179,3,97,100,Tue,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
862,2011-08-02,1,0,2,8,0,2,1,0.24,0.197,0.56,0.4925,7,236,243,Tue,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
863,2011-08-02,1,0,2,9,0,2,1,0.24,0.197,0.52,0.4925,7,128,135,Tue,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
864,2011-08-02,1,0,2,10,0,2,1,0.22,0.1818,0.47,0.5522,4,44,48,Tue,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
865,2011-08-02,1,0,2,11,0,2,1,0.22,0.1818,0.47,0.4627,1,49,50,Tue,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
866,2011-08-02,1,0,2,12,0,2,1,0.24,0.197,0.38,0.4925,2,63,65,Tue,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
867,2011-08-02,1,0,2,13,0,2,2,0.24,0.197,0.32,0.4478,2,48,50,Tue,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
868,2011-08-02,1,0,2,14,0,2,1,0.22,0.197,0.37,0.4179,3,61,64,Tue,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
869,2011-08-02,1,0,2,15,0,2,1,0.22,0.197,0.35,0.3881,6,45,51,Tue,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
870,2011-08-02,1,0,2,16,0,2,1,0.22,0.1818,0.35,0.5224,4,79,83,Tue,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
871,2011-08-02,1,0,2,17,0,2,1,0.22,0.1818,0.32,0.5821,4,172,176,Tue,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
872,2011-08-02,1,0,2,18,0,2,1,0.2,0.1818,0.32,0.3881,1,151,152,Tue,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
873,2011-08-02,1,0,2,19,0,2,1,0.16,0.1212,0.4,0.4627,1,100,101,Tue,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
874,2011-08-02,1,0,2,20,0,2,1,0.16,0.1364,0.4,0.3284,3,53,56,Tue,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
875,2011-08-02,1,0,2,21,0,2,1,0.14,0.1061,0.33,0.4627,8,46,54,Tue,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
876,2011-08-02,1,0,2,22,0,2,1,0.12,0.1061,0.33,0.3582,0,29,29,Tue,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
877,2011-08-02,1,0,2,23,0,2,1,0.12,0.1061,0.33,0.3284,3,9,12,Tue,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
878,2011-09-02,1,0,2,0,0,3,1,0.1,0.0758,0.36,0.3582,0,17,17,Wed,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
879,2011-09-02,1,0,2,1,0,3,1,0.1,0.1061,0.36,0.2239,0,7,7,Wed,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
880,2011-09-02,1,0,2,2,0,3,1,0.08,0.0758,0.38,0.2836,1,2,3,Wed,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
881,2011-09-02,1,0,2,3,0,3,1,0.06,0.0758,0.45,0.1343,0,2,2,Wed,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
882,2011-09-02,1,0,2,5,0,3,1,0.06,0.1061,0.45,0.1045,0,7,7,Wed,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
883,2011-09-02,1,0,2,6,0,3,1,0.06,0.1515,0.45,0.0,0,43,43,Wed,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
884,2011-09-02,1,0,2,7,0,3,1,0.06,0.1061,0.49,0.1045,4,95,99,Wed,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
885,2011-09-02,1,0,2,8,0,3,1,0.1,0.1364,0.42,0.0,1,198,199,Wed,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
886,2011-09-02,1,0,2,9,0,3,1,0.12,0.1364,0.39,0.1642,4,119,123,Wed,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
887,2011-09-02,1,0,2,10,0,3,1,0.14,0.1818,0.36,0.0,8,51,59,Wed,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
888,2011-09-02,1,0,2,11,0,3,2,0.14,0.1515,0.43,0.1642,1,40,41,Wed,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
889,2011-09-02,1,0,2,12,0,3,2,0.18,0.1818,0.4,0.2239,4,57,61,Wed,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
890,2011-09-02,1,0,2,13,0,3,1,0.18,0.1667,0.4,0.2537,2,67,69,Wed,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
891,2011-09-02,1,0,2,14,0,3,1,0.2,0.1818,0.34,0.2985,2,56,58,Wed,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
892,2011-09-02,1,0,2,15,0,3,2,0.2,0.1818,0.34,0.2836,3,61,64,Wed,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
893,2011-09-02,1,0,2,16,0,3,2,0.2,0.197,0.37,0.2537,7,72,79,Wed,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
894,2011-09-02,1,0,2,17,0,3,2,0.2,0.197,0.34,0.2537,9,157,166,Wed,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
895,2011-09-02,1,0,2,18,0,3,2,0.18,0.1667,0.47,0.2985,2,168,170,Wed,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
896,2011-09-02,1,0,2,19,0,3,3,0.14,0.1212,0.86,0.2537,1,87,88,Wed,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
897,2011-09-02,1,0,2,20,0,3,3,0.14,0.1515,0.86,0.1642,0,84,84,Wed,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
898,2011-09-02,1,0,2,21,0,3,2,0.14,0.1515,0.86,0.1642,0,83,83,Wed,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
899,2011-09-02,1,0,2,22,0,3,3,0.16,0.1667,0.8,0.1642,4,42,46,Wed,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
900,2011-09-02,1,0,2,23,0,3,3,0.16,0.1515,0.8,0.194,0,37,37,Wed,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
901,2011-10-02,1,0,2,0,0,4,3,0.14,0.1364,0.86,0.194,0,16,16,Thu,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
902,2011-10-02,1,0,2,1,0,4,3,0.14,0.1515,0.8,0.1343,0,7,7,Thu,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
903,2011-10-02,1,0,2,2,0,4,3,0.14,0.1515,0.8,0.1343,0,3,3,Thu,Feb,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
904,2011-10-02,1,0,2,4,0,4,2,0.14,0.1364,0.59,0.2239,0,1,1,Thu,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
905,2011-10-02,1,0,2,5,0,4,2,0.12,0.1212,0.5,0.2239,0,6,6,Thu,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
906,2011-10-02,1,0,2,6,0,4,2,0.12,0.1212,0.54,0.2836,0,26,26,Thu,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
907,2011-10-02,1,0,2,7,0,4,1,0.1,0.0758,0.5,0.4179,0,99,99,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
908,2011-10-02,1,0,2,8,0,4,1,0.1,0.0758,0.49,0.3284,5,173,178,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
909,2011-10-02,1,0,2,9,0,4,1,0.12,0.1061,0.42,0.3582,1,121,122,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
910,2011-10-02,1,0,2,10,0,4,1,0.12,0.1061,0.42,0.2985,1,34,35,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
911,2011-10-02,1,0,2,11,0,4,1,0.14,0.1212,0.39,0.3582,1,44,45,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
912,2011-10-02,1,0,2,12,0,4,1,0.16,0.1364,0.34,0.3881,4,65,69,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
913,2011-10-02,1,0,2,13,0,4,1,0.18,0.1667,0.29,0.2985,3,59,62,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
914,2011-10-02,1,0,2,14,0,4,1,0.2,0.1818,0.27,0.2836,6,42,48,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
915,2011-10-02,1,0,2,15,0,4,1,0.2,0.197,0.25,0.2537,0,50,50,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
916,2011-10-02,1,0,2,16,0,4,1,0.2,0.1818,0.27,0.2985,4,76,80,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
917,2011-10-02,1,0,2,17,0,4,1,0.18,0.1818,0.26,0.194,6,159,165,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
918,2011-10-02,1,0,2,18,0,4,1,0.16,0.1818,0.28,0.1343,3,157,160,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
919,2011-10-02,1,0,2,19,0,4,1,0.14,0.1667,0.28,0.1045,2,110,112,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
920,2011-10-02,1,0,2,20,0,4,1,0.14,0.1818,0.31,0.0896,4,93,97,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
921,2011-10-02,1,0,2,21,0,4,1,0.14,0.2121,0.39,0.0,2,70,72,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
922,2011-10-02,1,0,2,22,0,4,1,0.12,0.197,0.39,0.0,4,47,51,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
923,2011-10-02,1,0,2,23,0,4,1,0.12,0.1515,0.42,0.1045,1,33,34,Thu,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
924,2011-11-02,1,0,2,0,0,5,1,0.1,0.1364,0.49,0.1045,2,12,14,Fri,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
925,2011-11-02,1,0,2,1,0,5,1,0.1,0.1364,0.54,0.0896,1,6,7,Fri,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
926,2011-11-02,1,0,2,2,0,5,1,0.1,0.1364,0.54,0.0896,0,3,3,Fri,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
927,2011-11-02,1,0,2,5,0,5,1,0.08,0.1212,0.63,0.0896,0,4,4,Fri,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
928,2011-11-02,1,0,2,6,0,5,1,0.1,0.1818,0.68,0.0,1,23,24,Fri,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
929,2011-11-02,1,0,2,7,0,5,1,0.08,0.1667,0.73,0.0,1,73,74,Fri,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
930,2011-11-02,1,0,2,8,0,5,1,0.1,0.1212,0.74,0.1642,4,212,216,Fri,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
931,2011-11-02,1,0,2,9,0,5,1,0.12,0.1212,0.74,0.2239,8,132,140,Fri,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
932,2011-11-02,1,0,2,10,0,5,1,0.14,0.1364,0.69,0.194,5,39,44,Fri,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
933,2011-11-02,1,0,2,11,0,5,1,0.22,0.2273,0.47,0.1343,12,52,64,Fri,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
934,2011-11-02,1,0,2,12,0,5,1,0.22,0.2273,0.47,0.1343,7,64,71,Fri,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
935,2011-11-02,1,0,2,13,0,5,1,0.24,0.2273,0.35,0.194,21,89,110,Fri,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
936,2011-11-02,1,0,2,14,0,5,1,0.3,0.2879,0.26,0.2537,17,67,84,Fri,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
937,2011-11-02,1,0,2,15,0,5,1,0.32,0.3182,0.21,0.1642,12,62,74,Fri,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
938,2011-11-02,1,0,2,16,0,5,1,0.3,0.2879,0.28,0.194,14,111,125,Fri,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
939,2011-11-02,1,0,2,17,0,5,1,0.3,0.3333,0.24,0.0,18,193,211,Fri,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
940,2011-11-02,1,0,2,18,0,5,1,0.28,0.3182,0.28,0.0,9,165,174,Fri,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
941,2011-11-02,1,0,2,19,0,5,1,0.26,0.303,0.33,0.0,7,94,101,Fri,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
942,2011-11-02,1,0,2,20,0,5,1,0.22,0.2273,0.55,0.1343,2,61,63,Fri,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
943,2011-11-02,1,0,2,21,0,5,1,0.2,0.2121,0.59,0.1343,1,46,47,Fri,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
944,2011-11-02,1,0,2,22,0,5,1,0.2,0.2273,0.64,0.0896,2,41,43,Fri,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
945,2011-11-02,1,0,2,23,0,5,1,0.18,0.2424,0.69,0.0,5,48,53,Fri,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
946,2011-12-02,1,0,2,0,0,6,1,0.16,0.197,0.69,0.0896,3,27,30,Sat,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
947,2011-12-02,1,0,2,1,0,6,1,0.14,0.2121,0.86,0.0,2,22,24,Sat,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
948,2011-12-02,1,0,2,2,0,6,1,0.14,0.2121,0.8,0.0,2,13,15,Sat,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
949,2011-12-02,1,0,2,3,0,6,1,0.12,0.197,0.8,0.0,3,7,10,Sat,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
950,2011-12-02,1,0,2,4,0,6,1,0.12,0.1667,0.74,0.0896,0,4,4,Sat,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
951,2011-12-02,1,0,2,5,0,6,1,0.12,0.1667,0.74,0.0896,0,1,1,Sat,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
952,2011-12-02,1,0,2,6,0,6,1,0.12,0.1364,0.93,0.194,1,1,2,Sat,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
953,2011-12-02,1,0,2,7,0,6,1,0.12,0.1515,0.8,0.1045,2,9,11,Sat,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
954,2011-12-02,1,0,2,8,0,6,1,0.14,0.1515,0.86,0.1343,2,28,30,Sat,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
955,2011-12-02,1,0,2,9,0,6,1,0.16,0.1818,0.64,0.1343,5,38,43,Sat,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
956,2011-12-02,1,0,2,10,0,6,1,0.22,0.2121,0.41,0.2537,13,71,84,Sat,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
957,2011-12-02,1,0,2,11,0,6,1,0.3,0.2727,0.28,0.3284,30,84,114,Sat,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
958,2011-12-02,1,0,2,12,0,6,1,0.3,0.2727,0.39,0.4627,27,93,120,Sat,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
959,2011-12-02,1,0,2,13,0,6,1,0.3,0.2727,0.39,0.4179,32,103,135,Sat,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
960,2011-12-02,1,0,2,14,0,6,1,0.34,0.3182,0.31,0.2836,30,90,120,Sat,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
961,2011-12-02,1,0,2,15,0,6,1,0.34,0.303,0.29,0.4179,47,127,174,Sat,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
962,2011-12-02,1,0,2,16,0,6,1,0.34,0.303,0.29,0.4179,42,103,145,Sat,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
963,2011-12-02,1,0,2,17,0,6,1,0.32,0.2879,0.31,0.5224,24,113,137,Sat,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
964,2011-12-02,1,0,2,18,0,6,1,0.28,0.2576,0.38,0.3284,4,60,64,Sat,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
965,2011-12-02,1,0,2,19,0,6,1,0.28,0.2727,0.38,0.1642,2,39,41,Sat,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
966,2011-12-02,1,0,2,20,0,6,1,0.26,0.2576,0.41,0.2239,1,39,40,Sat,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
